time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun
12/1/2022 0:00,10.8,1.1,51,0,NA,50,14.4,NA,1017.9,NA
12/1/2022 1:00,11,1,50,0,NA,50,18.4,NA,1017.9,NA
12/1/2022 2:00,10.3,1.7,55,0,NA,20,11.2,NA,1017.7,NA
12/1/2022 3:00,10.9,-0.3,46,0,NA,50,14.4,NA,1025.6,NA
12/1/2022 4:00,9.2,1.6,59,0,NA,354,7.4,NA,1017.4,NA
12/1/2022 5:00,8.6,1.5,61,0,NA,351,7.4,NA,1017.8,NA
12/1/2022 6:00,7.4,0.6,62,0,NA,260,7.2,NA,1026.3,NA
12/1/2022 7:00,8,2,66,0,NA,330,3.6,NA,1019.3,NA
12/1/2022 8:00,12,1.9,50,0,NA,120,5.4,NA,1019.9,NA
12/1/2022 9:00,15.5,2.6,42,0,NA,100,14.4,NA,1019.9,NA
12/1/2022 10:00,18,3.1,37,0,NA,110,7.6,NA,1018.4,NA
12/1/2022 11:00,20,1.9,30,0,NA,80,20.5,NA,1027,NA
12/1/2022 12:00,20,0.9,28,0,NA,120,9.4,NA,1026,NA
12/1/2022 13:00,22,-0.1,23,0,NA,110,22.3,NA,1025,NA
12/1/2022 14:00,22,-0.7,22,0,NA,80,14.8,NA,1024,NA
12/1/2022 15:00,22.6,0.4,23,0,NA,150,10.8,NA,1023.5,NA
12/1/2022 16:00,22,2.1,27,0,NA,120,18.4,NA,1023,NA
12/1/2022 17:00,20,1.9,30,0,NA,90,22.3,NA,1024,NA
12/1/2022 18:00,17.7,-0.1,30,0,NA,90,18,NA,1024,NA
12/1/2022 19:00,18,0.2,30,0,NA,90,20.5,NA,1024,NA
12/1/2022 20:00,14,-0.1,38,0,NA,70,18.4,NA,1026,NA
12/1/2022 21:00,13.6,0.6,41,0,NA,70,18,NA,1026,NA
12/1/2022 22:00,13.7,0,39,0,NA,62,14.8,NA,1018.5,NA
12/1/2022 23:00,12,0.1,44,0,NA,70,22.3,NA,1018.7,NA
12/2/2022 0:00,12.2,0,43,0,NA,70,25.2,NA,1027.2,NA
12/2/2022 1:00,12,1,47,0,NA,60,22.3,NA,1026,NA
12/2/2022 2:00,11,2,54,0,NA,80,15,NA,1026,NA
12/2/2022 3:00,8.7,1.1,59,0,NA,90,14.4,NA,1020.8,NA
12/2/2022 4:00,9.3,0.2,53,0,NA,29,7.4,NA,1017.4,NA
12/2/2022 5:00,8,0.9,61,0,NA,360,5.4,NA,1026,NA
12/2/2022 6:00,7.2,0.4,62,0,NA,50,10.8,NA,1022.6,NA
12/2/2022 7:00,10,3.1,62,0,NA,40,14.8,NA,1027,NA
12/2/2022 8:00,13,3.9,54,0,NA,90,11.2,NA,1028,NA
12/2/2022 9:00,15.4,4.1,47,0,NA,90,18,NA,1028,NA
12/2/2022 10:00,18,3.1,37,0,NA,80,14.8,NA,1027,NA
12/2/2022 11:00,21,2.8,30,0,NA,100,18.4,NA,1027,NA
12/2/2022 12:00,21,1.3,27,0,NA,120,18,NA,1025.8,NA
12/2/2022 13:00,21,0.8,26,0,NA,120,14.8,NA,1024,NA
12/2/2022 14:00,22,1.1,25,0,NA,90,14.8,NA,1023,NA
12/2/2022 15:00,23.7,0.7,22,0,NA,110,14.4,NA,1023.3,NA
12/2/2022 16:00,23,1.9,25,0,NA,70,18.4,NA,1023,NA
12/2/2022 17:00,21,1.8,28,0,NA,130,18.4,NA,1023,NA
12/2/2022 18:00,18.8,3,35,0,NA,110,14.4,NA,1008.6,NA
12/2/2022 19:00,17.5,2.3,36,0,NA,89,14.8,NA,1015.9,NA
12/2/2022 20:00,16.3,1.6,37,0,NA,64,14.8,NA,1017,NA
12/2/2022 21:00,15,0.8,38,0,NA,41,14.8,NA,1017.4,NA
12/2/2022 22:00,14.2,0.8,40,0,NA,41,13,NA,1017.5,NA
12/2/2022 23:00,11,3.1,58,0,NA,70,13,NA,1026,NA
12/3/2022 0:00,12,3,54,0,NA,70,13,NA,1026,NA
12/3/2022 1:00,11,3.1,58,0,NA,80,15,NA,1026,NA
12/3/2022 2:00,10.9,1.2,51,0,NA,32,9.3,NA,1016.7,NA
12/3/2022 3:00,11,3.1,58,0,NA,60,20.5,NA,1024,NA
12/3/2022 4:00,9,2.1,62,0,NA,50,5.4,NA,1024,NA
12/3/2022 5:00,7,1.9,70,0,NA,60,14.8,NA,1024,NA
12/3/2022 6:00,8.7,2.7,66,0,NA,90,7.2,NA,1020.1,NA
12/3/2022 7:00,8,3.1,71,0,NA,30,3.6,NA,1025,NA
12/3/2022 8:00,13,3.9,54,0,NA,80,13,NA,1026,NA
12/3/2022 9:00,16,5.3,49,0,NA,80,18,NA,1026,NA
12/3/2022 10:00,19,5.1,40,0,NA,100,11.2,NA,1026,NA
12/3/2022 11:00,19,6.1,43,0,NA,80,13,NA,1025,NA
12/3/2022 12:00,20.9,6,38,0,NA,90,21.6,NA,1024.5,NA
12/3/2022 13:00,21.2,5.5,36,0,NA,96,22.2,NA,1013.7,NA
12/3/2022 14:00,22,5.8,35,0,NA,90,13,NA,1023,NA
12/3/2022 15:00,21.8,4.8,33,0,NA,100,21.6,NA,1022.8,NA
12/3/2022 16:00,22,5.8,35,0,NA,110,22.3,NA,1022,NA
12/3/2022 17:00,20,4.9,37,0,NA,70,22.3,NA,1023,NA
12/3/2022 18:00,18.4,4.6,40,0,NA,80,21.6,NA,1023.8,NA
12/3/2022 19:00,16,5,48,0,NA,70,14.8,NA,1025,NA
12/3/2022 20:00,15,4.9,51,0,NA,60,18.4,NA,1026,NA
12/3/2022 21:00,15.6,4.3,47,0,NA,60,10.8,NA,1027,NA
12/3/2022 22:00,14,4,51,0,NA,90,14.8,NA,1027,NA
12/3/2022 23:00,13.6,4.5,54,0,NA,55,11.1,NA,1018,NA
12/4/2022 0:00,13,3.9,54,0,NA,70,10.8,NA,1026.6,NA
12/4/2022 1:00,11.7,4,59,0,NA,66,9.3,NA,1018,NA
12/4/2022 2:00,11.3,4.3,62,0,NA,57,9.3,NA,1017.3,NA
12/4/2022 3:00,10.1,3.4,63,0,NA,90,10.8,NA,1025.2,NA
12/4/2022 4:00,10.2,4.1,66,0,NA,33,7.4,NA,1017,NA
12/4/2022 5:00,9.6,4,68,0,NA,27,7.4,NA,1017.7,NA
12/4/2022 6:00,8.5,3.7,72,0,NA,30,7.2,NA,1026,NA
12/4/2022 7:00,9,4,71,0,NA,50,5.4,NA,1026,NA
12/4/2022 8:00,13,3.9,54,0,NA,110,9.4,NA,1026,NA
12/4/2022 9:00,16.4,5.4,48,0,NA,100,10.8,NA,1027.3,NA
12/4/2022 10:00,17.2,5.5,46,0,NA,83,18.5,NA,1018.3,NA
12/4/2022 11:00,20,4.9,37,0,NA,110,31.7,NA,1026,NA
12/4/2022 12:00,21.1,5,35,0,NA,90,18,NA,1025.8,NA
12/4/2022 13:00,23,5,31,0,NA,80,14.8,NA,1026,NA
12/4/2022 14:00,22,5,33,0,NA,70,16.6,NA,1024,NA
12/4/2022 15:00,22.9,5.3,32,0,NA,120,18,NA,1023.7,NA
12/4/2022 16:00,21.7,4.7,33,0,NA,104,18.5,NA,1012.9,NA
12/4/2022 17:00,20.5,4.9,36,0,NA,94,20.4,NA,1013.9,NA
12/4/2022 18:00,18.3,3.4,37,0,NA,90,18,NA,1024.8,NA
12/4/2022 19:00,18,4.5,41,0,NA,78,18.5,NA,1016.6,NA
12/4/2022 20:00,15,4.1,48,0,NA,80,18.4,NA,1026,NA
12/4/2022 21:00,14,3.7,50,0,NA,70,10.8,NA,1027,NA
12/4/2022 22:00,14,4,51,0,NA,60,11.2,NA,1027,NA
12/4/2022 23:00,14,4,51,0,NA,80,18.4,NA,1027,NA
12/5/2022 0:00,13.1,4,54,0,NA,80,10.8,NA,1027,NA
12/5/2022 1:00,13,3.9,54,0,NA,60,14.8,NA,1026,NA
12/5/2022 2:00,12,4,58,0,NA,80,11.2,NA,1026,NA
12/5/2022 3:00,10,4.2,67,0,NA,70,10.8,NA,1025.8,NA
12/5/2022 4:00,9,4,71,0,NA,80,3.6,NA,1025,NA
12/5/2022 5:00,9.6,3.8,67,0,NA,6,7.4,NA,1017.9,NA
12/5/2022 6:00,8.3,4.3,76,0,NA,80,7.2,NA,1026.2,NA
12/5/2022 7:00,9,4,71,0,NA,200,3.6,NA,1027,NA
12/5/2022 8:00,13,4.9,58,0,NA,300,3.6,NA,1027,NA
12/5/2022 9:00,15.4,6.1,54,0,NA,110,10.8,NA,1028,NA
12/5/2022 10:00,19,6.1,43,0,NA,90,14.8,NA,1028,NA
12/5/2022 11:00,19.2,5.6,41,0,NA,94,16.7,NA,1018.3,NA
12/5/2022 12:00,20.9,5.7,37,0,NA,100,21.6,NA,1027,NA
12/5/2022 13:00,23,5,31,0,NA,100,9.4,NA,1015.6,NA
12/5/2022 14:00,23,5.9,33,0,NA,130,18.4,NA,1014.3,NA
12/5/2022 15:00,23.7,3.6,27,0,NA,100,14.4,NA,1024.7,NA
12/5/2022 16:00,23,4,29,0,NA,100,14.8,NA,1024,NA
12/5/2022 17:00,22,4.1,31,0,NA,100,20.5,NA,1024,NA
12/5/2022 18:00,18.7,4.8,40,0,NA,80,28.8,NA,1025.5,NA
12/5/2022 19:00,17.6,4.5,42,0,NA,75,24.1,NA,1017.1,NA
12/5/2022 20:00,15,4.9,51,0,NA,70,18.4,NA,1027,NA
12/5/2022 21:00,14.5,5.3,54,0,NA,70,28.8,NA,1027,NA
12/5/2022 22:00,14,5.1,55,0,NA,70,14.8,NA,1028,NA
12/5/2022 23:00,14,4.8,54,0,NA,55,11.1,NA,1018.9,NA
12/6/2022 0:00,12.9,3.8,54,0,NA,80,25.2,NA,1027,NA
12/6/2022 1:00,12,4,58,0,NA,80,11,NA,1027,NA
12/6/2022 2:00,11,4,62,0,NA,50,7.6,NA,1026,NA
12/6/2022 3:00,11,4,62,0,NA,280,3.6,NA,1026,NA
12/6/2022 4:00,11,4,62,0,NA,320,5.4,NA,1026,NA
12/6/2022 5:00,10,4.2,67,0,NA,340,7.4,NA,1017.9,NA
12/6/2022 6:00,10.2,3.9,65,0,NA,340,18,NA,1026.2,NA
12/6/2022 7:00,10,3.9,66,0,NA,330,7.6,NA,1026,NA
12/6/2022 8:00,14,5.1,55,0,NA,90,3.6,NA,1027,NA
12/6/2022 9:00,17.5,4.4,42,0,NA,90,10.8,NA,1027,NA
12/6/2022 10:00,19,5.1,40,0,NA,90,11.2,NA,1027,NA
12/6/2022 11:00,21,4.9,35,0,NA,80,5.4,NA,1027,NA
12/6/2022 12:00,21.4,4.5,33,0,NA,130,14.4,NA,1026.2,NA
12/6/2022 13:00,22,5.8,35,0,NA,190,11.2,NA,1025,NA
12/6/2022 14:00,23,5,31,0,NA,150,9.4,NA,1024,NA
12/6/2022 15:00,23.5,4.4,29,0,NA,160,21.6,NA,1023.7,NA
12/6/2022 16:00,22.4,5.3,33,0,NA,140,14.8,NA,1012.1,NA
12/6/2022 17:00,22,5,33,0,NA,150,18.4,NA,1024,NA
12/6/2022 18:00,20,4.9,37,0,NA,130,19,NA,1024,NA
12/6/2022 19:00,18,4.9,42,0,NA,80,18.4,NA,1025,NA
12/6/2022 20:00,17,5,45,0,NA,70,18.4,NA,1026,NA
12/6/2022 21:00,16.6,5.2,47,0,NA,60,18,NA,1027,NA
12/6/2022 22:00,16,5,48,0,NA,60,18.4,NA,1027,NA
12/6/2022 23:00,15.1,5,51,0,NA,63,13,NA,1017.9,NA
12/7/2022 0:00,15.5,4.2,47,0,NA,60,14.4,NA,1027.1,NA
12/7/2022 1:00,14.7,4.4,50,0,NA,58,13,NA,1017.8,NA
12/7/2022 2:00,13.9,4.2,52,0,NA,53,9.3,NA,1017.1,NA
12/7/2022 3:00,10.6,4.3,65,0,NA,60,10.8,NA,1025.6,NA
12/7/2022 4:00,12.4,4.1,57,0,NA,27,7.4,NA,1016.7,NA
12/7/2022 5:00,11.7,4.4,61,0,NA,15,7.4,NA,1017.3,NA
12/7/2022 6:00,11,4.2,63,0,NA,3,5.5,NA,1017.6,NA
12/7/2022 7:00,11,5.9,71,0,NA,70,1.8,NA,1026,NA
12/7/2022 8:00,14,4,51,0,NA,80,5.4,NA,1018.6,NA
12/7/2022 9:00,18,4.2,40,0,NA,80,9.4,NA,1027,NA
12/7/2022 10:00,19,4,37,0,NA,70,18.4,NA,1027,NA
12/7/2022 11:00,20,4.1,35,0,NA,110,18.4,NA,1026,NA
12/7/2022 12:00,22,4.5,32,0,NA,100,18,NA,1025.5,NA
12/7/2022 13:00,24,4.9,29,0,NA,140,14.8,NA,1023,NA
12/7/2022 14:00,23.2,5.6,32,0,NA,132,16.7,NA,1012.3,NA
12/7/2022 15:00,23.8,6.1,32,0,NA,158,14.8,NA,1011.6,NA
12/7/2022 16:00,22.8,5.7,33,0,NA,137,14.8,NA,1011.4,NA
12/7/2022 17:00,21.8,5.7,35,0,NA,117,16.7,NA,1012.5,NA
12/7/2022 18:00,19.6,4.9,38,0,NA,100,18,NA,1024.4,NA
12/7/2022 19:00,18.6,5.1,41,0,NA,87,16.7,NA,1015.5,NA
12/7/2022 20:00,17.6,5.2,44,0,NA,71,16.7,NA,1016.7,NA
12/7/2022 21:00,16.6,5.5,48,0,NA,54,14.8,NA,1017.4,NA
12/7/2022 22:00,15.9,5.5,50,0,NA,55,13,NA,1018,NA
12/7/2022 23:00,14,4,51,0,NA,90,18.4,NA,1027,NA
12/8/2022 0:00,13,3.9,54,0,NA,90,14.8,NA,1027,NA
12/8/2022 1:00,14,4,51,0,NA,90,19,NA,1026,NA
12/8/2022 2:00,13.3,4.7,56,0,NA,64,11.1,NA,1017.8,NA
12/8/2022 3:00,12,4,58,0,NA,60,22.3,NA,1026,NA
12/8/2022 4:00,11,4,62,0,NA,90,22.3,NA,1026,NA
12/8/2022 5:00,10,3.9,66,0,NA,190,22.3,NA,1026,NA
12/8/2022 6:00,8,3.1,71,0,NA,50,9.4,NA,1026,NA
12/8/2022 7:00,13.1,4.8,57,0,NA,60,11.1,NA,1019.3,NA
12/8/2022 8:00,13,3.9,54,0,NA,210,5.4,NA,1027,NA
12/8/2022 9:00,17.3,4.3,42,0,NA,110,7.2,NA,1028,NA
12/8/2022 10:00,20,4.1,35,0,NA,120,20.5,NA,1019.1,NA
12/8/2022 11:00,21,4.9,35,0,NA,110,20.5,NA,1028,NA
12/8/2022 12:00,22.2,4.7,32,0,NA,110,18,NA,1027,NA
12/8/2022 13:00,22,4.1,31,0,NA,80,18.4,NA,1026,NA
12/8/2022 14:00,23,5,31,0,NA,80,16.6,NA,1025,NA
12/8/2022 15:00,23,4,29,0,NA,100,18.4,NA,1025,NA
12/8/2022 16:00,22,4.1,31,0,NA,100,18.4,NA,1024,NA
12/8/2022 17:00,22,4.1,31,0,NA,110,18.4,NA,1025,NA
12/8/2022 18:00,19.6,4.9,38,0,NA,100,28.8,NA,1025.2,NA
12/8/2022 19:00,16,5,48,0,NA,80,14.8,NA,1026,NA
12/8/2022 20:00,15,4.1,48,0,NA,70,14.8,NA,1027,NA
12/8/2022 21:00,15.6,3.1,43,0,NA,90,28.8,NA,1027,NA
12/8/2022 22:00,15,4.1,48,0,NA,70,14.8,NA,1028,NA
12/8/2022 23:00,14.4,4.4,51,0,NA,59,11.1,NA,1019.4,NA
12/9/2022 0:00,12.2,4.9,61,0,NA,70,36,NA,1028,NA
12/9/2022 1:00,12,4.9,62,0,NA,90,15,NA,1028,NA
12/9/2022 2:00,12.2,3.9,57,0,NA,62,11.1,NA,1019,NA
12/9/2022 3:00,19.7,4.2,36,0,NA,80,10.8,NA,1027.7,NA
12/9/2022 4:00,11.2,4,61,0,NA,16,7.4,NA,1018.2,NA
12/9/2022 5:00,10.7,3.7,62,0,NA,4,5.5,NA,1018.4,NA
12/9/2022 6:00,8.9,4.3,73,0,NA,20,3.6,NA,1026,NA
12/9/2022 7:00,10,3.9,66,0,NA,260,1.8,NA,1027,NA
12/9/2022 8:00,13,4.9,58,0,NA,360,1.8,NA,1028,NA
12/9/2022 9:00,15.9,4.6,47,0,NA,90,14.4,NA,1028,NA
12/9/2022 10:00,17,5,45,0,NA,120,13,NA,1028,NA
12/9/2022 11:00,19,6.1,43,0,NA,120,13,NA,1028,NA
12/9/2022 12:00,21.2,5.1,35,0,NA,110,18,NA,1027.2,NA
12/9/2022 13:00,21,4.9,35,0,NA,120,18.4,NA,1026,NA
12/9/2022 14:00,22,4.1,31,0,NA,110,16.6,NA,1025,NA
12/9/2022 15:00,23,5,31,0,NA,110,18,NA,1024.7,NA
12/9/2022 16:00,22,5,33,0,NA,110,20.5,NA,1024,NA
12/9/2022 17:00,20.6,5,36,0,NA,97,20.4,NA,1014.5,NA
12/9/2022 18:00,19.1,4.4,38,0,NA,100,18,NA,1025.4,NA
12/9/2022 19:00,17.8,5,43,0,NA,87,18.5,NA,1017.8,NA
12/9/2022 20:00,16.6,5.2,47,0,NA,71,16.7,NA,1018.7,NA
12/9/2022 21:00,15.3,5.5,52,0,NA,54,16.7,NA,1019.4,NA
12/9/2022 22:00,14.6,5.1,53,0,NA,54,14.8,NA,1019.4,NA
12/9/2022 23:00,13.8,4.7,54,0,NA,54,11.1,NA,1019.6,NA
12/10/2022 0:00,13,3.9,54,0,NA,55,9.3,NA,1019.5,NA
12/10/2022 1:00,12,4.9,62,0,NA,90,11,NA,1027,NA
12/10/2022 2:00,12,4.5,60,0,NA,45,9.3,NA,1018.2,NA
12/10/2022 3:00,11.4,4.6,63,0,NA,31,7.4,NA,1017.6,NA
12/10/2022 4:00,10.9,4.4,64,0,NA,12,7.4,NA,1017.4,NA
12/10/2022 5:00,10,3.9,66,0,NA,310,7.6,NA,1025,NA
12/10/2022 6:00,9,3,66,0,NA,300,7.6,NA,1026,NA
12/10/2022 7:00,9,3,66,0,NA,330,7.6,NA,1026,NA
12/10/2022 8:00,15,4.1,48,0,NA,350,3.6,NA,1027,NA
12/10/2022 9:00,16.2,4.6,46,0,NA,120,7.2,NA,1027,NA
12/10/2022 10:00,17.9,5.5,44,0,NA,102,13,NA,1019.1,NA
12/10/2022 11:00,21,4.1,33,0,NA,170,14.8,NA,1026,NA
12/10/2022 12:00,21.3,3.9,32,0,NA,170,14.4,NA,1026.3,NA
12/10/2022 13:00,22,4.1,31,0,NA,150,16.6,NA,1025,NA
12/10/2022 14:00,22.1,5.1,33,0,NA,134,14.8,NA,1013.1,NA
12/10/2022 15:00,23.3,3.8,28,0,NA,120,28.8,NA,1023.8,NA
12/10/2022 16:00,22.1,5.1,33,0,NA,127,16.7,NA,1011.6,NA
12/10/2022 17:00,21.2,4.7,34,0,NA,111,16.7,NA,1012.3,NA
12/10/2022 18:00,20.2,2.5,31,0,NA,150,28.8,NA,1023.8,NA
12/10/2022 19:00,18,3.1,37,0,NA,90,14.8,NA,1015.5,NA
12/10/2022 20:00,16,4.1,45,0,NA,70,18.4,NA,1017,NA
12/10/2022 21:00,15.3,4.1,47,0,NA,50,28.8,NA,1017.7,NA
12/10/2022 22:00,15,4.1,48,0,NA,60,20.5,NA,1027,NA
12/10/2022 23:00,14,4,51,0,NA,70,18.4,NA,1027,NA
12/11/2022 0:00,13.5,3.8,52,0,NA,80,32.4,NA,1027,NA
12/11/2022 1:00,13,3.9,54,0,NA,60,20,NA,1027,NA
12/11/2022 2:00,12,4,58,0,NA,70,16.6,NA,1026,NA
12/11/2022 3:00,12,3.7,57,0,NA,80,10.8,NA,1025.9,NA
12/11/2022 4:00,10,3.9,66,0,NA,120,13,NA,1026,NA
12/11/2022 5:00,10,3.9,66,0,NA,70,5.4,NA,1026,NA
12/11/2022 6:00,10.7,3.9,63,0,NA,90,10.8,NA,1026,NA
12/11/2022 7:00,10,3.9,66,0,NA,300,3.6,NA,1026,NA
12/11/2022 8:00,14,5.1,55,0,NA,70,5.4,NA,1027,NA
12/11/2022 9:00,16.3,5,47,0,NA,75,18.5,NA,1020.1,NA
12/11/2022 10:00,17.6,4.9,43,0,NA,84,18.5,NA,1019,NA
12/11/2022 11:00,20,4.9,37,0,NA,110,16.6,NA,1027,NA
12/11/2022 12:00,21,4.1,33,0,NA,100,14.8,NA,1026,NA
12/11/2022 13:00,22,5,33,0,NA,160,11.2,NA,1025,NA
12/11/2022 14:00,22,4.1,31,0,NA,100,9.4,NA,1024,NA
12/11/2022 15:00,23,3,27,0,NA,100,18.4,NA,1024,NA
12/11/2022 16:00,23,3,27,0,NA,120,14.8,NA,1024,NA
12/11/2022 17:00,20.4,4.8,36,0,NA,99,18.5,NA,1014.1,NA
12/11/2022 18:00,19,4,37,0,NA,100,14.8,NA,1024,NA
12/11/2022 19:00,18.6,5.4,42,0,NA,91,18.5,NA,1016.7,NA
12/11/2022 20:00,15,4.9,51,0,NA,76,16.7,NA,1026,NA
12/11/2022 21:00,15,4.9,51,0,NA,70,13,NA,1027,NA
12/11/2022 22:00,14,5.1,55,0,NA,80,13,NA,1027,NA
12/11/2022 23:00,14,5.1,55,0,NA,59,13,NA,1018.3,NA
12/12/2022 0:00,13,4.9,58,0,NA,80,14.8,NA,1027,NA
12/12/2022 1:00,13,4.9,58,0,NA,70,15,NA,1027,NA
12/12/2022 2:00,12,4.9,62,0,NA,80,13,NA,1026,NA
12/12/2022 3:00,10,5,71,0,NA,80,11.2,NA,1025,NA
12/12/2022 4:00,10,5,71,0,NA,320,5.4,NA,1025,NA
12/12/2022 5:00,10.7,4.4,65,0,NA,40,7.4,NA,1017.9,NA
12/12/2022 6:00,10,5,71,0,NA,70,11.2,NA,1026,NA
12/12/2022 7:00,10,5,71,0,NA,90,9.4,NA,1027,NA
12/12/2022 8:00,13,4.9,58,0,NA,60,7.6,NA,1027,NA
12/12/2022 9:00,17.1,5.4,46,0,NA,60,21.6,NA,1027,NA
12/12/2022 10:00,19,5.1,40,0,NA,90,22.3,NA,1027,NA
12/12/2022 11:00,20,4.1,35,0,NA,120,18.4,NA,1026,NA
12/12/2022 12:00,21.5,5,34,0,NA,110,14.4,NA,1026.2,NA
12/12/2022 13:00,22,5,33,0,NA,90,14.8,NA,1024,NA
12/12/2022 14:00,22,5,33,0,NA,160,11.2,NA,1023,NA
12/12/2022 15:00,23.9,6.2,32,0,NA,160,18,NA,1023.2,NA
12/12/2022 16:00,22,5.8,35,0,NA,170,22.3,NA,1023,NA
12/12/2022 17:00,21,4.9,35,0,NA,150,20.5,NA,1023,NA
12/12/2022 18:00,19.2,6,42,0,NA,100,18,NA,1024,NA
12/12/2022 19:00,21,4.9,35,0,NA,150,20.5,NA,1023,NA
12/12/2022 20:00,15,6,55,0,NA,60,22.3,NA,1025,NA
12/12/2022 21:00,15,6,55,0,NA,60,22.3,NA,1025,NA
12/12/2022 22:00,15.2,5.4,52,0,NA,60,16.6,NA,1026,NA
12/12/2022 23:00,14,5.1,55,0,NA,100,9.4,NA,1018.1,NA
12/13/2022 0:00,13,4.9,58,0,NA,100,9.4,NA,1017.9,NA
12/13/2022 1:00,13.3,4.2,54,0,NA,76,11.1,NA,1017,NA
12/13/2022 2:00,11,4,62,0,NA,80,13,NA,1025,NA
12/13/2022 3:00,12,4,58,0,NA,70,14.8,NA,1025,NA
12/13/2022 4:00,10,3.9,66,0,NA,300,5.4,NA,1024,NA
12/13/2022 5:00,10,3.9,66,0,NA,130,3.6,NA,1024,NA
12/13/2022 6:00,10.1,4.9,70,0,NA,30,7.2,NA,1025.1,NA
12/13/2022 7:00,10,6,76,0,NA,340,7.6,NA,1026,NA
12/13/2022 8:00,15,6,55,0,NA,70,11.2,NA,1027,NA
12/13/2022 9:00,17,5,45,0,NA,70,18.4,NA,1027,NA
12/13/2022 10:00,19,6.1,43,0,NA,60,18.4,NA,1027,NA
12/13/2022 11:00,19,6.1,43,0,NA,90,14.8,NA,1027,NA
12/13/2022 12:00,21,4.9,35,0,NA,130,14.8,NA,1026,NA
12/13/2022 13:00,23,5,31,0,NA,130,14.8,NA,1024,NA
12/13/2022 14:00,22,5.8,35,0,NA,110,14.8,NA,1024,NA
12/13/2022 15:00,22.1,5.5,34,0,NA,130,14.4,NA,1023.7,NA
12/13/2022 16:00,22,5.8,35,0,NA,140,7.6,NA,1023,NA
12/13/2022 17:00,21,6.1,38,0,NA,140,14.8,NA,1023,NA
12/13/2022 18:00,19.6,5.6,40,0,NA,110,18,NA,1024,NA
12/13/2022 19:00,17,5.9,48,0,NA,110,18.4,NA,1025,NA
12/13/2022 20:00,16,6.1,52,0,NA,60,22.3,NA,1026,NA
12/13/2022 21:00,16,6.1,52,0,NA,60,14.8,NA,1026,NA
12/13/2022 22:00,16,6.1,52,0,NA,80,11.2,NA,1026,NA
12/13/2022 23:00,15,6,55,0,NA,90,9.4,NA,1026,NA
12/14/2022 0:00,14.2,5.5,56,0,NA,80,14.4,NA,1026.4,NA
12/14/2022 1:00,13.7,4.8,55,0,NA,73,11.1,NA,1017.1,NA
12/14/2022 2:00,13.2,5.1,58,0,NA,72,11.1,NA,1016.9,NA
12/14/2022 3:00,13.7,6.1,60,0,NA,80,7.2,NA,1025.2,NA
12/14/2022 4:00,11,5.9,71,0,NA,130,5.4,NA,1025,NA
12/14/2022 5:00,11,4.9,66,0,NA,150,3.6,NA,1026,NA
12/14/2022 6:00,11.6,6.1,69,0,NA,350,3.6,NA,1022.2,NA
12/14/2022 7:00,11,5.9,71,0,NA,80,3.6,NA,1027,NA
12/14/2022 8:00,14,7.1,63,0,NA,200,3.6,NA,1027,NA
12/14/2022 9:00,15.8,6.8,55,0,NA,120,18,NA,1028,NA
12/14/2022 10:00,17,7.1,52,0,NA,70,11.2,NA,1028,NA
12/14/2022 11:00,19,7.1,46,0,NA,100,13,NA,1027,NA
12/14/2022 12:00,20.6,6.5,40,0,NA,130,25.2,NA,1026,NA
12/14/2022 13:00,22,7,38,0,NA,110,13,NA,1025,NA
12/14/2022 14:00,21,6.1,38,0,NA,70,5.4,NA,1024,NA
12/14/2022 15:00,20.8,6.3,39,0,NA,110,18,NA,1024.2,NA
12/14/2022 16:00,22,7,38,0,NA,150,7.6,NA,1024,NA
12/14/2022 17:00,20,7,43,0,NA,150,14.8,NA,1024,NA
12/14/2022 18:00,19.5,6.2,42,0,NA,140,28.8,NA,1024.9,NA
12/14/2022 19:00,18,7.1,49,0,NA,90,16.6,NA,1025,NA
12/14/2022 20:00,17,7.1,52,0,NA,68,16.7,NA,1016.8,NA
12/14/2022 21:00,16.7,6.2,50,0,NA,50,18,NA,1026,NA
12/14/2022 22:00,16,6.1,52,0,NA,120,11.2,NA,1026,NA
12/14/2022 23:00,14,5.9,58,0,NA,80,11.2,NA,1026,NA
12/15/2022 0:00,13.4,6,61,0,NA,80,10.8,NA,1026.2,NA
12/15/2022 1:00,14,6.1,59,0,NA,110,11,NA,1025,NA
12/15/2022 2:00,12,6.1,67,0,NA,70,11.2,NA,1025,NA
12/15/2022 3:00,12.1,6.2,67,0,NA,80,21.6,NA,1024.5,NA
12/15/2022 4:00,12,6.1,67,0,NA,80,7.6,NA,1024,NA
12/15/2022 5:00,13,7,67,0,NA,50,7.6,NA,1024,NA
12/15/2022 6:00,12.5,6.5,67,0,NA,110,21.6,NA,1025.1,NA
12/15/2022 7:00,12.8,5.7,62,0,NA,62,9.3,NA,1017.6,NA
12/15/2022 8:00,14.2,6.3,59,0,NA,77,11.1,NA,1018.8,NA
12/15/2022 9:00,17.3,6.8,50,0,NA,90,14.4,NA,1026,NA
12/15/2022 10:00,18,8,52,0,NA,130,9.4,NA,1026,NA
12/15/2022 11:00,18,7.1,49,0,NA,110,5.4,NA,1026,NA
12/15/2022 12:00,19.4,6.5,43,0,NA,130,7.2,NA,1025.4,NA
12/15/2022 13:00,20.7,7.7,43,0,NA,127,14.8,NA,1014.1,NA
